|dates|Bell_Texas_UnitedStates.JHU_ConfirmedCases.data|Bell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|329.0|0|3.0|0|0.0|0
0|2020-05-28|329.0|0|3.0|0|0.0|0
0|2020-05-29|329.0|0|3.0|0|0.0|0
0|2020-05-30|329.0|0|3.0|0|0.0|0
