|dates|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Burleigh_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|123.0|0|0.0|0|0.0|0
0|2020-05-28|123.0|0|0.0|0|0.0|0
0|2020-05-29|123.0|0|0.0|0|0.0|0
0|2020-05-30|123.0|0|0.0|0|0.0|0
