|dates|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Plaquemines_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|194.0|0|16.0|0|0.0|0
0|2020-05-18|194.0|0|16.0|0|0.0|0
0|2020-05-19|196.0|0|16.0|0|0.0|0
0|2020-05-20|197.0|0|16.0|0|0.0|0
0|2020-05-21|197.0|0|16.0|0|0.0|0
0|2020-05-22|198.0|0|16.0|0|0.0|0
0|2020-05-23|198.0|0|16.0|0|0.0|0
