|dates|Lincoln_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|194.0|0|16.0|0|0.0|0
0|2020-05-15|197.0|0|17.0|0|0.0|0
0|2020-05-16|197.0|0|17.0|0|0.0|0
