|dates|Spencer_Indiana_UnitedStates.JHU_ConfirmedCases.data|Spencer_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Spencer_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Spencer_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Spencer_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Spencer_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|17.0|0|1.0|0|0.0|0
0|2020-05-28|17.0|0|1.0|0|0.0|0
0|2020-05-29|17.0|0|1.0|0|0.0|0
0|2020-05-30|17.0|0|1.0|0|0.0|0
