|dates|Rapides_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Rapides_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Rapides_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Rapides_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Rapides_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Rapides_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|474.0|0|14.0|0|0.0|0
0|2020-05-18|499.0|0|14.0|0|0.0|0
0|2020-05-19|504.0|0|15.0|0|0.0|0
0|2020-05-20|516.0|0|16.0|0|0.0|0
0|2020-05-21|591.0|0|16.0|0|0.0|0
0|2020-05-22|600.0|0|16.0|0|0.0|0
0|2020-05-23|600.0|0|16.0|0|0.0|0
