|dates|Garland_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Garland_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Garland_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Garland_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Garland_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Garland_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|126.0|0|1.0|0|0.0|0
0|2020-05-15|127.0|0|1.0|0|0.0|0
0|2020-05-16|127.0|0|1.0|0|0.0|0
