|dates|Williamson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Williamson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Williamson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Williamson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Williamson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Williamson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|471.0|0|10.0|0|0.0|0
0|2020-05-18|480.0|0|10.0|0|0.0|0
0|2020-05-19|492.0|0|10.0|0|0.0|0
0|2020-05-20|492.0|0|10.0|0|0.0|0
0|2020-05-21|491.0|0|10.0|0|0.0|0
0|2020-05-22|500.0|0|10.0|0|0.0|0
0|2020-05-23|500.0|0|10.0|0|0.0|0
