|dates|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1865.0|0|117.0|0|0.0|0
0|2020-05-18|1916.0|0|129.0|0|0.0|0
0|2020-05-19|1959.0|0|131.0|0|0.0|0
0|2020-05-20|1968.0|0|137.0|0|0.0|0
0|2020-05-21|1994.0|0|139.0|0|0.0|0
0|2020-05-22|2021.0|0|141.0|0|0.0|0
0|2020-05-23|2021.0|0|141.0|0|0.0|0
