|dates|Clay_Indiana_UnitedStates.JHU_ConfirmedCases.data|Clay_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Clay_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|30.0|0|1.0|0|0.0|0
0|2020-05-18|31.0|0|1.0|0|0.0|0
0|2020-05-19|32.0|0|1.0|0|0.0|0
0|2020-05-20|33.0|0|1.0|0|0.0|0
0|2020-05-21|36.0|0|1.0|0|0.0|0
0|2020-05-22|36.0|0|1.0|0|0.0|0
0|2020-05-23|36.0|0|1.0|0|0.0|0
