|dates|Defiance_Ohio_UnitedStates.JHU_ConfirmedCases.data|Defiance_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Defiance_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Defiance_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Defiance_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Defiance_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|33.0|0|2.0|0|0.0|0
0|2020-05-28|33.0|0|2.0|0|0.0|0
0|2020-05-29|33.0|0|2.0|0|0.0|0
0|2020-05-30|33.0|0|2.0|0|0.0|0
