|dates|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedCases.data|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Waynesboro_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|22.0|0|0.0|0|0.0|0
0|2020-05-18|24.0|0|0.0|0|0.0|0
0|2020-05-19|28.0|0|0.0|0|0.0|0
0|2020-05-20|29.0|0|0.0|0|0.0|0
0|2020-05-21|33.0|0|0.0|0|0.0|0
0|2020-05-22|36.0|0|0.0|0|0.0|0
0|2020-05-23|36.0|0|0.0|0|0.0|0
