|dates|Clay_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Clay_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Clay_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Clay_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2.0|0|0.0|0|0.0|0
0|2020-05-25|2.0|0|0.0|0|0.0|0
0|2020-05-26|2.0|0|0.0|0|0.0|0
