|dates|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Stephens_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|37.0|0|1.0|0|0.0|0
0|2020-05-28|37.0|0|1.0|0|0.0|0
0|2020-05-29|37.0|0|1.0|0|0.0|0
0|2020-05-30|37.0|0|1.0|0|0.0|0
