|dates|Jefferson_Illinois_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|98.0|0|17.0|0|0.0|0
0|2020-05-18|99.0|0|17.0|0|0.0|0
0|2020-05-19|100.0|0|17.0|0|0.0|0
0|2020-05-20|100.0|0|17.0|0|0.0|0
0|2020-05-21|99.0|0|16.0|0|0.0|0
0|2020-05-22|99.0|0|16.0|0|0.0|0
0|2020-05-23|99.0|0|16.0|0|0.0|0
