|dates|BenHill_Georgia_UnitedStates.JHU_ConfirmedCases.data|BenHill_Georgia_UnitedStates.JHU_ConfirmedCases.missing|BenHill_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|BenHill_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|BenHill_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|BenHill_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|45.0|0|1.0|0|0.0|0
0|2020-05-18|47.0|0|1.0|0|0.0|0
0|2020-05-19|48.0|0|1.0|0|0.0|0
0|2020-05-20|48.0|0|1.0|0|0.0|0
0|2020-05-21|53.0|0|1.0|0|0.0|0
0|2020-05-22|55.0|0|1.0|0|0.0|0
0|2020-05-23|55.0|0|1.0|0|0.0|0
