|dates|Edmunds_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Edmunds_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Edmunds_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Edmunds_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Edmunds_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Edmunds_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2721.0|0|24.0|0|0.0|0
0|2020-05-25|2721.0|0|24.0|0|0.0|0
0|2020-05-26|2721.0|0|24.0|0|0.0|0
