|dates|Penobscot_Maine_UnitedStates.JHU_ConfirmedCases.data|Penobscot_Maine_UnitedStates.JHU_ConfirmedCases.missing|Penobscot_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Penobscot_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Penobscot_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Penobscot_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|93.0|0|1.0|0|0.0|0
0|2020-05-18|93.0|0|1.0|0|0.0|0
0|2020-05-19|94.0|0|1.0|0|0.0|0
0|2020-05-20|95.0|0|1.0|0|0.0|0
0|2020-05-21|98.0|0|1.0|0|0.0|0
0|2020-05-22|98.0|0|1.0|0|0.0|0
0|2020-05-23|98.0|0|1.0|0|0.0|0
