|dates|Lake_California_UnitedStates.JHU_ConfirmedCases.data|Lake_California_UnitedStates.JHU_ConfirmedCases.missing|Lake_California_UnitedStates.JHU_ConfirmedDeaths.data|Lake_California_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_California_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|8.0|0|0.0|0|0.0|0
0|2020-05-15|8.0|0|0.0|0|0.0|0
0|2020-05-16|8.0|0|0.0|0|0.0|0
