|dates|Johnson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Johnson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|71.0|0|2.0|0|0.0|0
0|2020-05-18|74.0|0|2.0|0|0.0|0
0|2020-05-19|82.0|0|2.0|0|0.0|0
0|2020-05-20|78.0|0|2.0|0|0.0|0
0|2020-05-21|78.0|0|2.0|0|0.0|0
0|2020-05-22|78.0|0|2.0|0|0.0|0
0|2020-05-23|78.0|0|2.0|0|0.0|0
