|dates|Cochise_Arizona_UnitedStates.JHU_ConfirmedCases.data|Cochise_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Cochise_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Cochise_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Cochise_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Cochise_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|59.0|0|1.0|0|0.0|0
0|2020-05-25|59.0|0|1.0|0|0.0|0
0|2020-05-26|59.0|0|1.0|0|0.0|0
