|dates|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|122.0|0|22.0|0|0.0|0
0|2020-05-18|124.0|0|22.0|0|0.0|0
0|2020-05-19|124.0|0|22.0|0|0.0|0
0|2020-05-20|131.0|0|22.0|0|0.0|0
0|2020-05-21|131.0|0|22.0|0|0.0|0
0|2020-05-22|138.0|0|22.0|0|0.0|0
0|2020-05-23|138.0|0|22.0|0|0.0|0
