|dates|Williamsburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Williamsburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Williamsburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Williamsburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Williamsburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Williamsburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|43.0|0|3.0|0|0.0|0
0|2020-05-18|43.0|0|3.0|0|0.0|0
0|2020-05-19|43.0|0|3.0|0|0.0|0
0|2020-05-20|43.0|0|3.0|0|0.0|0
0|2020-05-21|43.0|0|3.0|0|0.0|0
0|2020-05-22|43.0|0|3.0|0|0.0|0
0|2020-05-23|43.0|0|3.0|0|0.0|0
