|dates|Elbert_Colorado_UnitedStates.JHU_ConfirmedCases.data|Elbert_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Elbert_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Elbert_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Elbert_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Elbert_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|48.0|0|2.0|0|0.0|0
0|2020-05-25|49.0|0|2.0|0|0.0|0
0|2020-05-26|49.0|0|2.0|0|0.0|0
