|dates|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1741.0|0|115.0|0|0.0|0
0|2020-05-15|1772.0|0|116.0|0|0.0|0
0|2020-05-16|1772.0|0|116.0|0|0.0|0
