|dates|Decatur_Georgia_UnitedStates.JHU_ConfirmedCases.data|Decatur_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Decatur_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Decatur_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Decatur_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Decatur_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|115.0|0|3.0|0|0.0|0
0|2020-05-15|116.0|0|3.0|0|0.0|0
0|2020-05-16|116.0|0|3.0|0|0.0|0
