|dates|Fauquier_Virginia_UnitedStates.JHU_ConfirmedCases.data|Fauquier_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Fauquier_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Fauquier_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Fauquier_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Fauquier_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|302.0|0|5.0|0|0.0|0
0|2020-05-28|302.0|0|5.0|0|0.0|0
0|2020-05-29|302.0|0|5.0|0|0.0|0
0|2020-05-30|302.0|0|5.0|0|0.0|0
