|dates|OutofPA_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|OutofPA_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|OutofPA_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|OutofPA_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|OutofPA_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|OutofPA_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|0.0|0|0.0|0|0.0|0
0|2020-05-25|0.0|0|0.0|0|0.0|0
0|2020-05-26|0.0|0|0.0|0|0.0|0
