|dates|Columbia_NewYork_UnitedStates.JHU_ConfirmedCases.data|Columbia_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Columbia_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|327.0|0|24.0|0|0.0|0
0|2020-05-15|333.0|0|24.0|0|0.0|0
0|2020-05-16|333.0|0|24.0|0|0.0|0
