|dates|Benton_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Benton_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Benton_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|131.0|0|2.0|0|0.0|0
0|2020-05-18|138.0|0|2.0|0|0.0|0
0|2020-05-19|142.0|0|2.0|0|0.0|0
0|2020-05-20|148.0|0|2.0|0|0.0|0
0|2020-05-21|152.0|0|2.0|0|0.0|0
0|2020-05-22|158.0|0|2.0|0|0.0|0
0|2020-05-23|158.0|0|2.0|0|0.0|0
