|dates|Wrangell_Alaska_UnitedStates.JHU_ConfirmedCases.data|Wrangell_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Wrangell_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Wrangell_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Wrangell_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Wrangell_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
