|dates|Dukes_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Dukes_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Dukes_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Dukes_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Dukes_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Dukes_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|0.0|0|0.0|0|0.0|0
0|2020-05-28|0.0|0|0.0|0|0.0|0
0|2020-05-29|0.0|0|0.0|0|0.0|0
0|2020-05-30|0.0|0|0.0|0|0.0|0
