|dates|Jasper_Iowa_UnitedStates.JHU_ConfirmedCases.data|Jasper_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|240.0|0|11.0|0|0.0|0
0|2020-05-15|241.0|0|11.0|0|0.0|0
0|2020-05-16|241.0|0|11.0|0|0.0|0
