|dates|Clay_Iowa_UnitedStates.JHU_ConfirmedCases.data|Clay_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Clay_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|9.0|0|0.0|0|0.0|0
0|2020-05-15|10.0|0|0.0|0|0.0|0
0|2020-05-16|10.0|0|0.0|0|0.0|0
