|dates|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Alamance_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|217.0|0|11.0|0|0.0|0
0|2020-05-18|224.0|0|13.0|0|0.0|0
0|2020-05-19|224.0|0|13.0|0|0.0|0
0|2020-05-20|234.0|0|13.0|0|0.0|0
0|2020-05-21|234.0|0|13.0|0|0.0|0
0|2020-05-22|268.0|0|20.0|0|0.0|0
0|2020-05-23|268.0|0|20.0|0|0.0|0
