|dates|Medina_Texas_UnitedStates.JHU_ConfirmedCases.data|Medina_Texas_UnitedStates.JHU_ConfirmedCases.missing|Medina_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Medina_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Medina_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Medina_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|50.0|0|2.0|0|0.0|0
0|2020-05-18|58.0|0|2.0|0|0.0|0
0|2020-05-19|59.0|0|2.0|0|0.0|0
0|2020-05-20|60.0|0|2.0|0|0.0|0
0|2020-05-21|64.0|0|2.0|0|0.0|0
0|2020-05-22|64.0|0|2.0|0|0.0|0
0|2020-05-23|64.0|0|2.0|0|0.0|0
