|dates|Columbia_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Columbia_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|20.0|0|2.0|0|0.0|0
0|2020-05-25|20.0|0|2.0|0|0.0|0
0|2020-05-26|20.0|0|2.0|0|0.0|0
