|dates|Fayette_Illinois_UnitedStates.JHU_ConfirmedCases.data|Fayette_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19.0|0|2.0|0|0.0|0
0|2020-05-18|19.0|0|2.0|0|0.0|0
0|2020-05-19|19.0|0|2.0|0|0.0|0
0|2020-05-20|19.0|0|2.0|0|0.0|0
0|2020-05-21|19.0|0|2.0|0|0.0|0
0|2020-05-22|19.0|0|2.0|0|0.0|0
0|2020-05-23|19.0|0|2.0|0|0.0|0
