|dates|Yuma_Colorado_UnitedStates.JHU_ConfirmedCases.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Yuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Yuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|12.0|0|0.0|0|0.0|0
0|2020-05-18|11.0|0|0.0|0|0.0|0
0|2020-05-19|11.0|0|0.0|0|0.0|0
0|2020-05-20|11.0|0|0.0|0|0.0|0
0|2020-05-21|12.0|0|0.0|0|0.0|0
0|2020-05-22|12.0|0|0.0|0|0.0|0
0|2020-05-23|12.0|0|0.0|0|0.0|0
