|dates|Hitchcock_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Hitchcock_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Hitchcock_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Hitchcock_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Hitchcock_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Hitchcock_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
