|dates|Lewis_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Lewis_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Lewis_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Lewis_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Lewis_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Lewis_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5.0|0|0.0|0|0.0|0
0|2020-05-18|5.0|0|0.0|0|0.0|0
0|2020-05-19|5.0|0|0.0|0|0.0|0
0|2020-05-20|5.0|0|0.0|0|0.0|0
0|2020-05-21|5.0|0|0.0|0|0.0|0
0|2020-05-22|5.0|0|1.0|0|0.0|0
0|2020-05-23|5.0|0|1.0|0|0.0|0
