|dates|White_Indiana_UnitedStates.JHU_ConfirmedCases.data|White_Indiana_UnitedStates.JHU_ConfirmedCases.missing|White_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|White_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|White_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|White_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|228.0|0|8.0|0|0.0|0
0|2020-05-28|228.0|0|8.0|0|0.0|0
0|2020-05-29|228.0|0|8.0|0|0.0|0
0|2020-05-30|228.0|0|8.0|0|0.0|0
