|dates|Treutlen_Georgia_UnitedStates.JHU_ConfirmedCases.data|Treutlen_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Treutlen_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Treutlen_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Treutlen_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Treutlen_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|7.0|0|0.0|0|0.0|0
0|2020-05-15|7.0|0|0.0|0|0.0|0
0|2020-05-16|7.0|0|0.0|0|0.0|0
