|dates|Parmer_Texas_UnitedStates.JHU_ConfirmedCases.data|Parmer_Texas_UnitedStates.JHU_ConfirmedCases.missing|Parmer_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Parmer_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Parmer_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Parmer_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|23.0|0|0.0|0|0.0|0
0|2020-05-15|23.0|0|0.0|0|0.0|0
0|2020-05-16|23.0|0|0.0|0|0.0|0
