|dates|Pope_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Pope_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Pope_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Pope_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Pope_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Pope_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|73.0|0|0.0|0|0.0|0
0|2020-05-18|76.0|0|0.0|0|0.0|0
0|2020-05-19|76.0|0|0.0|0|0.0|0
0|2020-05-20|79.0|0|0.0|0|0.0|0
0|2020-05-21|92.0|0|1.0|0|0.0|0
0|2020-05-22|100.0|0|1.0|0|0.0|0
0|2020-05-23|100.0|0|1.0|0|0.0|0
