|dates|EastFeliciana_Louisiana_UnitedStates.JHU_ConfirmedCases.data|EastFeliciana_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|EastFeliciana_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|EastFeliciana_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|EastFeliciana_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|EastFeliciana_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|176.0|0|22.0|0|0.0|0
0|2020-05-18|177.0|0|23.0|0|0.0|0
0|2020-05-19|179.0|0|24.0|0|0.0|0
0|2020-05-20|179.0|0|27.0|0|0.0|0
0|2020-05-21|183.0|0|27.0|0|0.0|0
0|2020-05-22|184.0|0|27.0|0|0.0|0
0|2020-05-23|184.0|0|27.0|0|0.0|0
