|dates|Henry_Missouri_UnitedStates.JHU_ConfirmedCases.data|Henry_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Henry_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9.0|0|1.0|0|0.0|0
0|2020-05-18|9.0|0|1.0|0|0.0|0
0|2020-05-19|9.0|0|1.0|0|0.0|0
0|2020-05-20|9.0|0|1.0|0|0.0|0
0|2020-05-21|9.0|0|1.0|0|0.0|0
0|2020-05-22|9.0|0|3.0|0|0.0|0
0|2020-05-23|9.0|0|3.0|0|0.0|0
