|dates|Franklin_Missouri_UnitedStates.JHU_ConfirmedCases.data|Franklin_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|138.0|0|16.0|0|0.0|0
0|2020-05-25|140.0|0|16.0|0|0.0|0
0|2020-05-26|140.0|0|16.0|0|0.0|0
