|dates|Person_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Person_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Person_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Person_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Person_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Person_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|32.0|0|1.0|0|0.0|0
0|2020-05-18|33.0|0|1.0|0|0.0|0
0|2020-05-19|33.0|0|1.0|0|0.0|0
0|2020-05-20|34.0|0|1.0|0|0.0|0
0|2020-05-21|34.0|0|1.0|0|0.0|0
0|2020-05-22|34.0|0|1.0|0|0.0|0
0|2020-05-23|34.0|0|1.0|0|0.0|0
