|dates|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Oktibbeha_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|150.0|0|10.0|0|0.0|0
0|2020-05-28|150.0|0|10.0|0|0.0|0
0|2020-05-29|150.0|0|10.0|0|0.0|0
0|2020-05-30|150.0|0|10.0|0|0.0|0
