|dates|Chelan_Washington_UnitedStates.JHU_ConfirmedCases.data|Chelan_Washington_UnitedStates.JHU_ConfirmedCases.missing|Chelan_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Chelan_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Chelan_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Chelan_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|176.0|0|6.0|0|0.0|0
0|2020-05-18|178.0|0|6.0|0|0.0|0
0|2020-05-19|182.0|0|6.0|0|0.0|0
0|2020-05-20|186.0|0|6.0|0|0.0|0
0|2020-05-21|198.0|0|6.0|0|0.0|0
0|2020-05-22|204.0|0|6.0|0|0.0|0
0|2020-05-23|204.0|0|6.0|0|0.0|0
