|dates|Walker_Alabama_UnitedStates.JHU_ConfirmedCases.data|Walker_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Walker_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Walker_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Walker_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Walker_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|282.0|0|1.0|0|0.0|0
0|2020-05-28|282.0|0|1.0|0|0.0|0
0|2020-05-29|282.0|0|1.0|0|0.0|0
0|2020-05-30|282.0|0|1.0|0|0.0|0
