|dates|Dodge_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Dodge_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Dodge_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Dodge_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Dodge_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Dodge_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|46.0|0|0.0|0|0.0|0
0|2020-05-28|46.0|0|0.0|0|0.0|0
0|2020-05-29|46.0|0|0.0|0|0.0|0
0|2020-05-30|46.0|0|0.0|0|0.0|0
