|dates|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Nicollet_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|74.0|0|7.0|0|0.0|0
0|2020-05-28|74.0|0|7.0|0|0.0|0
0|2020-05-29|74.0|0|7.0|0|0.0|0
0|2020-05-30|74.0|0|7.0|0|0.0|0
