|dates|Richmond_Georgia_UnitedStates.JHU_ConfirmedCases.data|Richmond_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Richmond_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Richmond_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Richmond_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Richmond_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|563.0|0|20.0|0|0.0|0
0|2020-05-28|563.0|0|20.0|0|0.0|0
0|2020-05-29|563.0|0|20.0|0|0.0|0
0|2020-05-30|563.0|0|20.0|0|0.0|0
