|dates|Forrest_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Forrest_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Forrest_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Forrest_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Forrest_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Forrest_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|511.0|0|37.0|0|0.0|0
0|2020-05-28|511.0|0|37.0|0|0.0|0
0|2020-05-29|511.0|0|37.0|0|0.0|0
0|2020-05-30|511.0|0|37.0|0|0.0|0
