|dates|Charlotte_Florida_UnitedStates.JHU_ConfirmedCases.data|Charlotte_Florida_UnitedStates.JHU_ConfirmedCases.missing|Charlotte_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Charlotte_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Charlotte_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Charlotte_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|433.0|0|58.0|0|0.0|0
0|2020-05-28|433.0|0|58.0|0|0.0|0
0|2020-05-29|433.0|0|58.0|0|0.0|0
0|2020-05-30|433.0|0|58.0|0|0.0|0
