|dates|Baldwin_Georgia_UnitedStates.JHU_ConfirmedCases.data|Baldwin_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Baldwin_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Baldwin_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Baldwin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Baldwin_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|337.0|0|26.0|0|0.0|0
0|2020-05-28|337.0|0|26.0|0|0.0|0
0|2020-05-29|337.0|0|26.0|0|0.0|0
0|2020-05-30|337.0|0|26.0|0|0.0|0
