|dates|Orange_California_UnitedStates.JHU_ConfirmedCases.data|Orange_California_UnitedStates.JHU_ConfirmedCases.missing|Orange_California_UnitedStates.JHU_ConfirmedDeaths.data|Orange_California_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_California_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|4376.0|0|88.0|0|0.0|0
0|2020-05-18|4434.0|0|88.0|0|0.0|0
0|2020-05-19|4500.0|0|88.0|0|0.0|0
0|2020-05-20|4742.0|0|98.0|0|0.0|0
0|2020-05-21|4841.0|0|112.0|0|0.0|0
0|2020-05-22|4941.0|0|118.0|0|0.0|0
0|2020-05-23|4941.0|0|118.0|0|0.0|0
