|dates|Jennings_Indiana_UnitedStates.JHU_ConfirmedCases.data|Jennings_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Jennings_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Jennings_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jennings_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jennings_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|128.0|0|4.0|0|0.0|0
0|2020-05-28|128.0|0|4.0|0|0.0|0
0|2020-05-29|128.0|0|4.0|0|0.0|0
0|2020-05-30|128.0|0|4.0|0|0.0|0
