|dates|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|55.0|0|2.0|0|0.0|0
0|2020-05-25|55.0|0|2.0|0|0.0|0
0|2020-05-26|55.0|0|2.0|0|0.0|0
