|dates|Hamilton_Iowa_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|28.0|0|0.0|0|0.0|0
0|2020-05-28|28.0|0|0.0|0|0.0|0
0|2020-05-29|28.0|0|0.0|0|0.0|0
0|2020-05-30|28.0|0|0.0|0|0.0|0
