|dates|Weber_Utah_UnitedStates.JHU_ConfirmedCases.data|Weber_Utah_UnitedStates.JHU_ConfirmedCases.missing|Weber_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Weber_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Weber_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Weber_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|112.0|0|1.0|0|0.0|0
0|2020-05-18|112.0|0|1.0|0|0.0|0
0|2020-05-19|112.0|0|1.0|0|0.0|0
0|2020-05-20|112.0|0|1.0|0|0.0|0
0|2020-05-21|112.0|0|1.0|0|0.0|0
0|2020-05-22|112.0|0|1.0|0|0.0|0
0|2020-05-23|112.0|0|1.0|0|0.0|0
