|dates|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lenoir_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|141.0|0|5.0|0|0.0|0
0|2020-05-15|141.0|0|5.0|0|0.0|0
0|2020-05-16|141.0|0|5.0|0|0.0|0
